date,station,TAVG_file1,TMAX_file1,TMIN_file1,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG_file2,TMAX_file2,TMIN_file2,TOBS,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,name,latitude,longitude,elevation
2018-05-23,GHCND:US1NJMD0062,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,"OLD BRIDGE TWP 5.1 NE, NJ US",40.45623,-74.241325,7.6
2018-05-23,GHCND:US1NJMD0066,,,,,5.0,27.2,,,,,,,,,,,,,,,,,,,,,,,,,"SOUTH PLAINFIELD 0.7 NNE, NJ US",40.583541,-74.410003,22.3
2018-05-23,GHCND:US1NJMD0070,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,"NEW BRUNSWICK 1.8 E, NJ US",40.484742,-74.41031,19.2
2018-05-23,GHCND:US1NJMD0073,,,,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,"CARTERET 0.6 WSW, NJ US",40.581743,-74.238792,9.1
2018-05-23,GHCND:US1NJMD0074,,,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,"HIGHLAND PARK 0.5 E, NJ US",40.50039,-74.41942,36.3
2018-05-23,GHCND:US1NJMD0082,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,"METUCHEN 0.5 E, NJ US",40.5419,-74.35374,32.9
2018-05-23,GHCND:US1NJMN0010,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,"EATONTOWN 1.2 NE, NJ US",40.3034,-74.040017,12.8
2018-05-23,GHCND:US1NJMN0011,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,"MIDDLETOWN TWP 3.6 NW, NJ US",40.431269,-74.12134,4.9
2018-05-23,GHCND:US1NJMN0012,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,"COLTS NECK TWP 2.4 NW, NJ US",40.320403,-74.19268,32.6
2018-05-23,GHCND:US1NJMN0048,,,,,,,,6.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,"LONG BRANCH 0.5 W, NJ US",40.296952,-74.00151,7.9
2018-05-23,GHCND:US1NJMN0069,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,"LONG BRANCH 1.7 SSW, NJ US",40.2753677368164,-74.0060272216797,9.4
2018-05-23,GHCND:US1NJMS0011,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,"BOONTON 0.6 NW, NJ US",40.909623,-74.414145,188.7
2018-05-23,GHCND:US1NJMS0040,,,,,,,,15.2,,,,,,,,,,,,,,,,,,,,,,,"CHATHAM 0.6 NW, NJ US",40.748131,-74.390791,58.8
2018-05-23,GHCND:US1NJMS0047,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,"MORRISTOWN 1.4 E, NJ US",40.792364,-74.450002,118.3
2018-05-23,GHCND:US1NJMS0049,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,"FLORHAM PARK 0.2 WNW, NJ US",40.77797,-74.3992,62.5
2018-05-23,GHCND:US1NJMS0059,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,"MADISON 0.8 WSW, NJ US",40.7523914426565,-74.4297203421593,108.8
2018-05-23,GHCND:US1NJMS0069,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,"CHATHAM TWP 2.0 NNW, NJ US",40.753472,-74.442808,81.4
2018-05-23,GHCND:US1NJMS0070,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,"CHATHAM TWP 1.1 NNW, NJ US",40.74129,-74.439495,75.0
2018-05-23,GHCND:US1NJMS0078,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,"BOONTON 0.7 WSW, NJ US",40.900506,-74.416369,149.0
2018-05-23,GHCND:US1NJMS0089,,,,,,,,14.7,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,"PARSIPPANY TROY HILLS TWP 1.3 NE, NJ US",40.871646,-74.405465,103.6
2018-05-23,GHCND:US1NJPS0005,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,"HAWTHORNE 0.4 S, NJ US",40.951692,-74.157339,24.4
2018-05-23,GHCND:US1NJPS0012,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,"LITTLE FALLS TWP 0.5 WNW, NJ US",40.879633,-74.227041,58.5
2018-05-23,GHCND:US1NJPS0014,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,"HAWTHORNE 1.0 SSE, NJ US",40.9436378,-74.1522675,18.0
2018-05-23,GHCND:US1NJPS0015,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,"WAYNE TWP 0.8 SSW, NJ US",40.9369056,-74.2515049,59.1
2018-05-23,GHCND:US1NJPS0022,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,"RINGWOOD 3.0 SSE, NJ US",41.065332,-74.2571509,185.9
2018-05-23,GHCND:US1NJPS0025,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,"BLOOMINGDALE 0.7 SSE, NJ US",41.020218,-74.3289,110.3
2018-05-23,GHCND:US1NJPS0028,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,"LITTLE FALLS TWP 0.2 NE, NJ US",40.87818,-74.21576,43.0
2018-05-23,GHCND:US1NJUN0010,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,"NEW PROVIDENCE 0.8 ESE, NJ US",40.6945,-74.3898,113.1
2018-05-23,GHCND:US1NJUN0014,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,"WESTFIELD 0.6 NE, NJ US",40.658817,-74.335804,36.3
2018-05-23,GHCND:US1NJUN0017,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,"CRANFORD TWP 1.1 NNW, NJ US",40.672178,-74.309574,21.9
2018-05-23,GHCND:US1NJUN0028,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,"SPRINGFIELD TWP 0.7 NNE, NJ US",40.708904,-74.321518,37.5
2018-05-23,GHCND:US1NYKN0025,,,,,5.0,30.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,"BROOKLYN 3.1 NW, NY US",40.6846,-73.9867,5.5
2018-05-23,GHCND:US1NYNS0007,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,"FLORAL PARK 0.4 W, NY US",40.7229996,-73.7109985,24.1
2018-05-23,GHCND:US1NYNS0014,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"LYNBROOK 0.3 NW, NY US",40.662285,-73.677957,7.0
2018-05-23,GHCND:US1NYNS0018,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,"HICKSVILLE 1.3 ENE, NY US",40.7686538696289,-73.5017013549805,45.7
2018-05-23,GHCND:US1NYNS0027,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,"PORT WASHINGTON 0.8 N, NY US",40.839167,-73.68025,52.1
2018-05-23,GHCND:US1NYNS0030,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,"PLAINEDGE 0.4 WSW, NY US",40.721382,-73.484241,22.9
2018-05-23,GHCND:US1NYNS0032,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,"LOCUST VALLEY 0.3 E, NY US",40.8813,-73.5813,31.1
2018-05-23,GHCND:US1NYNS0034,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,"WANTAGH 0.3 ESE, NY US",40.666824,-73.505371,4.3
2018-05-23,GHCND:US1NYNS0035,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,"VALLEY STREAM 0.6 SE, NY US",40.657136,-73.69783,3.7
2018-05-23,GHCND:US1NYNS0036,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,"SYOSSET 2.0 SSW, NY US",40.787036,-73.51329,54.9
2018-05-23,GHCND:US1NYNS0037,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,"WANTAGH 1.1 NNE, NY US",40.683311,-73.503837,10.4
2018-05-23,GHCND:US1NYNS0041,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,"LYNBROOK 0.6 ENE, NY US",40.662239074707,-73.6639251708984,7.3
2018-05-23,GHCND:US1NYNS0042,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,"ALBERTSON 0.2 SSE, NY US",40.769131,-73.647484,43.3
2018-05-23,GHCND:US1NYNS0043,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,"PLAINVIEW 0.4 ENE, NY US",40.7859191894531,-73.4668731689453,56.7
2018-05-23,GHCND:US1NYNS0045,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,"NEW HYDE PARK 1.6 NE, NY US",40.7475433349609,-73.6644744873047,34.4
2018-05-23,GHCND:US1NYNS0046,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,"MASSAPEQUA PARK 1.2 N, NY US",40.698077,-73.449893,10.7
2018-05-23,GHCND:US1NYQN0002,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"MIDDLE VILLAGE 0.5 SW, NY US",40.714521,-73.881893,32.3
2018-05-23,GHCND:US1NYQN0027,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,"QUEENS 3.4 NNW, NY US",40.778064,-73.810581,18.0
2018-05-23,GHCND:US1NYRL0005,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,"WEST NYACK 1.3 WSW, NY US",41.0835456848145,-73.9930267333984,81.7
2018-05-23,GHCND:US1NYSF0061,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,"CENTERPORT 0.9 SW, NY US",40.8916893005371,-73.3831329345703,53.6
2018-05-23,GHCND:US1NYSF0089,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,"AMITYVILLE 0.1 WSW, NY US",40.668899,-73.418342,3.7
2018-05-23,GHCND:US1NYSF0092,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,"AMITYVILLE 0.6 NNE, NY US",40.677211,-73.410293,6.1
2018-05-23,GHCND:US1NYWC0018,,,,,,,,6.9,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,"ARMONK 0.3 SE, NY US",41.12996,-73.708161,117.3
2018-05-23,GHCND:US1NYWC0019,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,"ELMSFORD 0.8 SSW, NY US",41.042666,-73.822799,90.5
2018-05-23,GHCND:USC00066655,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,"PUTNAM LAKE, CT US",41.0825,-73.6386,91.4
2018-05-23,GHCND:USC00280907,,,,,,,,16.8,0.0,0.0,,19.4,13.3,16.1,,,,,,,,,,,,,,,,,"BOONTON 1 SE, NJ US",40.89174,-74.39635,85.3
2018-05-23,GHCND:USC00281335,,,,,,,,14.7,0.0,0.0,,20.0,14.4,15.6,,,,,,,,,,,,,,,,,"CANOE BROOK, NJ US",40.7436,-74.3539,54.9
2018-05-23,GHCND:USC00283704,,,,,,,,19.1,0.0,0.0,,19.4,13.9,17.2,,,,,,,,1.0,,1.0,,,,,,,"HARRISON, NJ US",40.7481,-74.152,7.3
2018-05-23,GHCND:USC00289187,,,,,,,,10.9,0.0,0.0,,18.9,12.8,14.4,,,,,,,,,,,,,,,,,"WANAQUE RAYMOND DAM, NJ US",41.0444,-74.2933,74.7
2018-05-23,GHCND:USC00301309,,,,,,,,,0.0,0.0,,20.6,12.8,14.4,,,,,,,,,,,,,,,,,"CENTERPORT, NY US",40.88345,-73.37309,9.1
2018-05-23,GHCND:USC00308577,,,,,,,,5.1,0.0,0.0,,20.0,,15.0,,,,,,,,,,,,,,,,,"SYOSSET, NY US",40.8216,-73.4908,80.8
2018-05-23,GHCND:USW00014732,,,,3.2,,,,5.3,0.0,0.0,19.0,27.8,13.9,,,300.0,330.0,,,6.7,8.9,1.0,,,,,,,,,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-05-23,GHCND:USW00014734,,,,4.0,,,,6.1,0.0,0.0,19.6,27.8,14.4,,,330.0,290.0,,,8.9,12.1,1.0,,1.0,,,,,,,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.6825,-74.1694,2.1
2018-05-23,GHCND:USW00054743,,,,1.6,,,1625.0,7.4,,,,27.8,13.9,,,320.0,300.0,,,5.8,9.4,,,,,,,,,,"CALDWELL ESSEX CO AIRPORT, NJ US",40.87639,-74.28306,52.7
2018-05-23,GHCND:USW00054787,,,,2.2,,,1300.0,1.0,,,,26.7,13.9,,,360.0,360.0,,,7.2,9.8,,,,,,,,,,"FARMINGDALE REPUBLIC AIRPORT, NY US",40.73417,-73.41694,24.7
2018-05-23,GHCND:USW00094728,,,,1.1,,,,7.4,0.0,0.0,,27.2,15.0,,,300.0,290.0,,,4.0,6.7,1.0,,,,,,,,,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7
2018-05-23,GHCND:USW00094741,,,,2.8,,,1214.0,7.4,,,,27.8,15.0,,,340.0,320.0,,,6.7,8.9,,,,,,,,,,"TETERBORO AIRPORT, NJ US",40.85,-74.06139,2.7
2018-05-23,GHCND:USW00094745,,,,2.6,,,1448.0,2.5,,,,26.1,12.8,,,330.0,330.0,,,7.6,10.3,,,,,,,,,,"WESTCHESTER CO AIRPORT, NY US",41.06236,-73.70463,111.9
2018-05-23,GHCND:USW00094789,,,,3.9,,,,5.1,0.0,0.0,18.7,27.8,13.9,,,340.0,310.0,,,8.1,10.7,1.0,,1.0,,,,,,,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4
2018-05-24,GHCND:US1CTFR0039,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"STAMFORD 4.2 S, CT US",41.0377883911133,-73.5681762695313,6.4
2018-05-24,GHCND:US1NJBG0015,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"NORTH ARLINGTON 0.7 WNW, NJ US",40.791492,-74.13979,17.7
2018-05-24,GHCND:US1NJBG0017,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"GLEN ROCK 0.7 SSE, NJ US",40.95109,-74.118264,28.0
2018-05-24,GHCND:US1NJBG0018,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"PALISADES PARK 0.2 WNW, NJ US",40.848094,-74.000247,21.3
2018-05-24,GHCND:US1NJBG0023,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"OAKLAND 0.9 SSE, NJ US",41.01905,-74.233383,149.4
2018-05-24,GHCND:US1NJBG0044,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"TENAFLY 1.6 NW, NJ US",40.93188,-73.97818,43.9
2018-05-24,GHCND:US1NJES0018,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"MAPLEWOOD TWP 0.9 SE, NJ US",40.724466,-74.259542,72.5
2018-05-24,GHCND:US1NJES0019,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"WEST CALDWELL TWP 1.3 NE, NJ US",40.8615,-74.2775,81.4
2018-05-24,GHCND:US1NJES0024,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,"CEDAR GROVE TWP 0.4 W, NJ US",40.855695,-74.235564,108.5
2018-05-24,GHCND:US1NJHD0002,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,"KEARNY 1.7 NW, NJ US",40.772892,-74.140926,29.0
2018-05-24,GHCND:US1NJMD0038,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"EDISON TWP 1.9 N, NJ US",40.5628918,-74.3669021,35.4
2018-05-24,GHCND:US1NJMD0043,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"WOODBRIDGE TWP 1.1 ESE, NJ US",40.5554,-74.274,4.0
2018-05-24,GHCND:US1NJMD0045,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"WOODBRIDGE TWP 1.1 NNE, NJ US",40.5759108,-74.2846869,21.6
2018-05-24,GHCND:US1NJMD0060,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"MATAWAN 1.1 WSW, NJ US",40.4056892,-74.2549286,21.3
2018-05-24,GHCND:US1NJMD0062,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"OLD BRIDGE TWP 5.1 NE, NJ US",40.45623,-74.241325,7.6
2018-05-24,GHCND:US1NJMD0066,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"SOUTH PLAINFIELD 0.7 NNE, NJ US",40.583541,-74.410003,22.3
2018-05-24,GHCND:US1NJMD0070,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"NEW BRUNSWICK 1.8 E, NJ US",40.484742,-74.41031,19.2
2018-05-24,GHCND:US1NJMD0073,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"CARTERET 0.6 WSW, NJ US",40.581743,-74.238792,9.1
2018-05-24,GHCND:US1NJMD0074,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"HIGHLAND PARK 0.5 E, NJ US",40.50039,-74.41942,36.3
2018-05-24,GHCND:US1NJMD0082,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"METUCHEN 0.5 E, NJ US",40.5419,-74.35374,32.9
2018-05-24,GHCND:US1NJMN0010,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"EATONTOWN 1.2 NE, NJ US",40.3034,-74.040017,12.8
2018-05-24,GHCND:US1NJMN0012,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"COLTS NECK TWP 2.4 NW, NJ US",40.320403,-74.19268,32.6
2018-05-24,GHCND:US1NJMN0048,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,"LONG BRANCH 0.5 W, NJ US",40.296952,-74.00151,7.9
2018-05-24,GHCND:US1NJMN0069,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"LONG BRANCH 1.7 SSW, NJ US",40.2753677368164,-74.0060272216797,9.4
2018-05-24,GHCND:US1NJMS0011,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"BOONTON 0.6 NW, NJ US",40.909623,-74.414145,188.7
2018-05-24,GHCND:US1NJMS0040,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"CHATHAM 0.6 NW, NJ US",40.748131,-74.390791,58.8
2018-05-24,GHCND:US1NJMS0047,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"MORRISTOWN 1.4 E, NJ US",40.792364,-74.450002,118.3
2018-05-24,GHCND:US1NJMS0049,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"FLORHAM PARK 0.2 WNW, NJ US",40.77797,-74.3992,62.5
2018-05-24,GHCND:US1NJMS0059,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"MADISON 0.8 WSW, NJ US",40.7523914426565,-74.4297203421593,108.8
2018-05-24,GHCND:US1NJMS0069,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"CHATHAM TWP 2.0 NNW, NJ US",40.753472,-74.442808,81.4
2018-05-24,GHCND:US1NJMS0070,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"CHATHAM TWP 1.1 NNW, NJ US",40.74129,-74.439495,75.0
2018-05-24,GHCND:US1NJMS0078,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,"BOONTON 0.7 WSW, NJ US",40.900506,-74.416369,149.0
2018-05-24,GHCND:US1NJMS0089,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,"PARSIPPANY TROY HILLS TWP 1.3 NE, NJ US",40.871646,-74.405465,103.6
2018-05-24,GHCND:US1NJPS0005,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"HAWTHORNE 0.4 S, NJ US",40.951692,-74.157339,24.4
2018-05-24,GHCND:US1NJPS0012,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"LITTLE FALLS TWP 0.5 WNW, NJ US",40.879633,-74.227041,58.5
2018-05-24,GHCND:US1NJPS0014,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"HAWTHORNE 1.0 SSE, NJ US",40.9436378,-74.1522675,18.0
2018-05-24,GHCND:US1NJPS0022,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"RINGWOOD 3.0 SSE, NJ US",41.065332,-74.2571509,185.9
2018-05-24,GHCND:US1NJPS0025,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,"BLOOMINGDALE 0.7 SSE, NJ US",41.020218,-74.3289,110.3
2018-05-24,GHCND:US1NJPS0028,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"LITTLE FALLS TWP 0.2 NE, NJ US",40.87818,-74.21576,43.0
2018-05-24,GHCND:US1NJUN0010,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"NEW PROVIDENCE 0.8 ESE, NJ US",40.6945,-74.3898,113.1
2018-05-24,GHCND:US1NJUN0014,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"WESTFIELD 0.6 NE, NJ US",40.658817,-74.335804,36.3
2018-05-24,GHCND:US1NJUN0017,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"CRANFORD TWP 1.1 NNW, NJ US",40.672178,-74.309574,21.9
2018-05-24,GHCND:US1NJUN0028,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"SPRINGFIELD TWP 0.7 NNE, NJ US",40.708904,-74.321518,37.5
2018-05-24,GHCND:US1NYKN0025,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"BROOKLYN 3.1 NW, NY US",40.6846,-73.9867,5.5
2018-05-24,GHCND:US1NYNS0007,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"FLORAL PARK 0.4 W, NY US",40.7229996,-73.7109985,24.1
2018-05-24,GHCND:US1NYNS0014,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"LYNBROOK 0.3 NW, NY US",40.662285,-73.677957,7.0
2018-05-24,GHCND:US1NYNS0018,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"HICKSVILLE 1.3 ENE, NY US",40.7686538696289,-73.5017013549805,45.7
2018-05-24,GHCND:US1NYNS0027,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"PORT WASHINGTON 0.8 N, NY US",40.839167,-73.68025,52.1
2018-05-24,GHCND:US1NYNS0030,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"PLAINEDGE 0.4 WSW, NY US",40.721382,-73.484241,22.9
2018-05-24,GHCND:US1NYNS0034,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"WANTAGH 0.3 ESE, NY US",40.666824,-73.505371,4.3
2018-05-24,GHCND:US1NYNS0035,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"VALLEY STREAM 0.6 SE, NY US",40.657136,-73.69783,3.7
2018-05-24,GHCND:US1NYNS0036,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"SYOSSET 2.0 SSW, NY US",40.787036,-73.51329,54.9
2018-05-24,GHCND:US1NYNS0037,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"WANTAGH 1.1 NNE, NY US",40.683311,-73.503837,10.4
2018-05-24,GHCND:US1NYNS0041,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"LYNBROOK 0.6 ENE, NY US",40.662239074707,-73.6639251708984,7.3
2018-05-24,GHCND:US1NYNS0042,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"ALBERTSON 0.2 SSE, NY US",40.769131,-73.647484,43.3
2018-05-24,GHCND:US1NYNS0043,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"PLAINVIEW 0.4 ENE, NY US",40.7859191894531,-73.4668731689453,56.7
2018-05-24,GHCND:US1NYNS0046,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"MASSAPEQUA PARK 1.2 N, NY US",40.698077,-73.449893,10.7
2018-05-24,GHCND:US1NYQN0002,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"MIDDLE VILLAGE 0.5 SW, NY US",40.714521,-73.881893,32.3
2018-05-24,GHCND:US1NYQN0027,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"QUEENS 3.4 NNW, NY US",40.778064,-73.810581,18.0
2018-05-24,GHCND:US1NYRL0005,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"WEST NYACK 1.3 WSW, NY US",41.0835456848145,-73.9930267333984,81.7
2018-05-24,GHCND:US1NYSF0061,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"CENTERPORT 0.9 SW, NY US",40.8916893005371,-73.3831329345703,53.6
2018-05-24,GHCND:US1NYSF0062,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"COPIAGUE 0.4 ENE, NY US",40.672621,-73.383889,3.7
2018-05-24,GHCND:US1NYSF0089,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"AMITYVILLE 0.1 WSW, NY US",40.668899,-73.418342,3.7
2018-05-24,GHCND:US1NYSF0092,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"AMITYVILLE 0.6 NNE, NY US",40.677211,-73.410293,6.1
2018-05-24,GHCND:US1NYWC0018,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,"ARMONK 0.3 SE, NY US",41.12996,-73.708161,117.3
2018-05-24,GHCND:USC00066655,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,"PUTNAM LAKE, CT US",41.0825,-73.6386,91.4
2018-05-24,GHCND:USC00280907,,,,,,,,0.0,0.0,0.0,,26.1,15.0,15.6,,,,,,,,,,,,,,,,,"BOONTON 1 SE, NJ US",40.89174,-74.39635,85.3
2018-05-24,GHCND:USC00281335,,,,,,,,0.3,0.0,0.0,,27.8,12.8,13.3,,,,,,,,,,,,,,,,,"CANOE BROOK, NJ US",40.7436,-74.3539,54.9
2018-05-24,GHCND:USC00283704,,,,,,,,0.0,0.0,0.0,,27.8,17.2,19.4,,,,,,,,,,,,,,,,,"HARRISON, NJ US",40.7481,-74.152,7.3
2018-05-24,GHCND:USC00289187,,,,,,,,0.0,0.0,0.0,,25.6,10.6,17.8,,,,,,,,,,,,,,,,,"WANAQUE RAYMOND DAM, NJ US",41.0444,-74.2933,74.7
2018-05-24,GHCND:USC00301309,,,,,,,,,0.0,0.0,,27.2,14.4,16.1,,,,,,,,,,,,,,,,,"CENTERPORT, NY US",40.88345,-73.37309,9.1
2018-05-24,GHCND:USC00308577,,,,,,,,0.0,0.0,0.0,,26.1,,18.9,,,,,,,,,,,,,,,,,"SYOSSET, NY US",40.8216,-73.4908,80.8
2018-05-24,GHCND:USW00014732,,,,3.8,,,,0.0,0.0,0.0,23.6,30.0,18.9,,,180.0,160.0,,,7.6,10.3,,,,,,,,,,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-05-24,GHCND:USW00014734,,,,4.0,,,,0.0,0.0,0.0,23.8,29.4,18.9,,,230.0,230.0,,,7.6,11.2,,,,,,,,,,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.6825,-74.1694,2.1
